Driver,LapNumber,LapTime,Compound,TyreLife,Position,Time,PitInTime,PittedThisLap,TrackStatus,LapSeconds,PersonalDelta,CumSeconds,Interval
BOT,11.0,0 days 00:01:23.080000,MEDIUM,10.0,19.0,0 days 01:10:57.498000,,False,1,83.08,-0.08500000000000796,4257.498,9.826999999999316
BOT,12.0,0 days 00:01:20.704000,MEDIUM,11.0,19.0,0 days 01:12:18.202000,,False,1,80.704,-2.3760000000000048,4338.202,8.882000000000517
BOT,13.0,0 days 00:01:22.875000,MEDIUM,12.0,19.0,0 days 01:13:41.077000,,False,1,82.875,2.1710000000000065,4421.077,11.53400000000056
BOT,14.0,0 days 00:01:20.872000,MEDIUM,13.0,19.0,0 days 01:15:01.949000,,False,1,80.872,-2.003,4501.949,13.89599999999973
BOT,15.0,0 days 00:01:21.034000,MEDIUM,14.0,19.0,0 days 01:16:22.983000,,False,1,81.034,0.16200000000000614,4582.983,14.119000000000597
BOT,16.0,,MEDIUM,15.0,19.0,0 days 01:17:40.643000,0 days 01:17:40.676000,True,1,,,4660.643,13.201000000000022
COL,1.0,0 days 00:01:34.728000,MEDIUM,1.0,13.0,0 days 00:56:54.594000,,False,12,94.728,,3414.594,0.9780000000000655
COL,2.0,0 days 00:01:21.158000,MEDIUM,2.0,13.0,0 days 00:58:15.752000,,False,1,81.158,-13.569999999999993,3495.752,0.9130000000000109
COL,3.0,0 days 00:01:20.483000,MEDIUM,3.0,13.0,0 days 00:59:36.235000,,False,1,80.483,-0.6749999999999972,3576.235,0.8610000000003311
COL,4.0,0 days 00:01:20.159000,MEDIUM,4.0,13.0,0 days 01:00:56.394000,,False,1,80.159,-0.32399999999999807,3656.394,1.0039999999999054
COL,5.0,0 days 00:01:20.084000,MEDIUM,5.0,13.0,0 days 01:02:16.478000,,False,1,80.084,-0.07500000000000284,3736.478,0.9090000000001055
COL,6.0,0 days 00:01:19.890000,MEDIUM,6.0,13.0,0 days 01:03:36.368000,,False,1,79.89,-0.19400000000000261,3816.368,1.0900000000001455
COL,7.0,0 days 00:01:19.427000,MEDIUM,7.0,13.0,0 days 01:04:55.795000,,False,1,79.427,-0.46299999999999386,3895.795,1.3350000000000364
COL,8.0,0 days 00:01:19.631000,MEDIUM,8.0,13.0,0 days 01:06:15.426000,,False,1,79.631,0.20399999999999352,3975.426,1.1849999999999454
COL,9.0,0 days 00:01:18.824000,MEDIUM,9.0,13.0,0 days 01:07:34.250000,,False,1,78.824,-0.8070000000000022,4054.25,0.6359999999999673
COL,10.0,0 days 00:01:20.143000,MEDIUM,10.0,13.0,0 days 01:08:54.393000,,False,1,80.143,1.3190000000000026,4134.393,1.029000000000451
COL,11.0,0 days 00:01:18.682000,MEDIUM,11.0,13.0,0 days 01:10:13.075000,,False,1,78.682,-1.4609999999999985,4213.075,0.9969999999993888
COL,12.0,0 days 00:01:18.891000,MEDIUM,12.0,12.0,0 days 01:11:31.966000,,False,1,78.891,0.20900000000000318,4291.966,3.3950000000004366
COL,13.0,0 days 00:01:18.417000,MEDIUM,13.0,12.0,0 days 01:12:50.383000,,False,1,78.417,-0.47400000000000375,4370.383,3.1589999999996508
COL,14.0,0 days 00:01:18.352000,MEDIUM,14.0,12.0,0 days 01:14:08.735000,,False,1,78.352,-0.06499999999999773,4448.735,2.290999999999258
COL,15.0,0 days 00:01:18.809000,MEDIUM,15.0,12.0,0 days 01:15:27.544000,,False,1,78.809,0.45699999999999363,4527.544,2.574999999999818
COL,16.0,0 days 00:01:18.493000,MEDIUM,16.0,12.0,0 days 01:16:46.037000,,False,1,78.493,-0.3160000000000025,4606.037,2.566000000000713
COL,17.0,0 days 00:01:18.227000,MEDIUM,17.0,12.0,0 days 01:18:04.264000,,False,1,78.227,-0.26599999999999113,4684.264,2.407000000000153
COL,18.0,0 days 00:01:18.676000,MEDIUM,18.0,12.0,0 days 01:19:22.940000,,False,1,78.676,0.44899999999999807,4762.94,2.606999999999971
COL,19.0,0 days 00:01:18.695000,MEDIUM,19.0,12.0,0 days 01:20:41.635000,,False,1,78.695,0.018999999999991246,4841.635,2.769000000000233
COL,20.0,0 days 00:01:18.760000,MEDIUM,20.0,12.0,0 days 01:22:00.395000,,False,1,78.76,0.06500000000001194,4920.395,2.8280000000004293
COL,21.0,0 days 00:01:18.708000,MEDIUM,21.0,12.0,0 days 01:23:19.103000,,False,1,78.708,-0.05200000000000671,4999.103,2.600000000000364
COL,22.0,0 days 00:01:18.784000,MEDIUM,22.0,12.0,0 days 01:24:37.887000,,False,1,78.784,0.07600000000000762,5077.887,2.2539999999999054
COL,23.0,0 days 00:01:19.127000,MEDIUM,23.0,12.0,0 days 01:25:57.014000,,False,1,79.127,0.3429999999999893,5157.014,2.020999999999731
COL,24.0,0 days 00:01:19.087000,MEDIUM,24.0,12.0,0 days 01:27:16.101000,,False,1,79.087,-0.03999999999999204,5236.101,1.8969999999999345
COL,25.0,0 days 00:01:19.138000,MEDIUM,25.0,12.0,0 days 01:28:35.239000,,False,1,79.138,0.05100000000000193,5315.239,1.6199999999998909
COL,26.0,0 days 00:01:19.121000,MEDIUM,26.0,12.0,0 days 01:29:54.360000,,False,1,79.121,-0.017000000000010118,5394.36,1.7729999999992287
COL,27.0,0 days 00:01:19.180000,MEDIUM,27.0,12.0,0 days 01:31:13.540000,,False,1,79.18,0.05900000000001171,5473.54,1.9260000000003856
COL,28.0,0 days 00:01:18.754000,MEDIUM,28.0,12.0,0 days 01:32:32.294000,,False,1,78.754,-0.42600000000000193,5552.294,1.863999999999578
COL,29.0,0 days 00:01:19.837000,MEDIUM,29.0,12.0,0 days 01:33:52.131000,,False,1,79.837,1.0829999999999984,5632.131,2.662000000000262
COL,30.0,0 days 00:01:20.130000,MEDIUM,30.0,12.0,0 days 01:35:12.261000,,False,1,80.13,0.29299999999999216,5712.261,1.8920000000007349
COL,31.0,0 days 00:01:19.382000,MEDIUM,31.0,12.0,0 days 01:36:31.643000,,False,1,79.382,-0.7479999999999905,5791.643,2.4549999999999272
COL,32.0,0 days 00:01:19.522000,MEDIUM,32.0,12.0,0 days 01:37:51.165000,,False,1,79.522,0.14000000000000057,5871.165,2.938000000000102
COL,33.0,0 days 00:01:19.742000,MEDIUM,33.0,12.0,0 days 01:39:10.907000,,False,1,79.742,0.21999999999999886,5950.907,1.0360000000000582
COL,34.0,0 days 00:01:21.727000,MEDIUM,34.0,12.0,0 days 01:40:32.634000,,False,1,81.727,1.9849999999999994,6032.634,0.8280000000004293
COL,35.0,0 days 00:01:39.849000,MEDIUM,35.0,15.0,0 days 01:42:12.483000,0 days 01:41:47.496000,True,1,99.849,18.122,6132.483,16.592000000000553
COL,36.0,0 days 00:01:21.423000,HARD,1.0,15.0,0 days 01:43:33.906000,,False,1,81.423,-18.426000000000002,6213.906,17.039999999999964
COL,37.0,0 days 00:01:17.418000,HARD,2.0,15.0,0 days 01:44:51.324000,,False,1,77.418,-4.0049999999999955,6291.324,13.286999999999352
COL,38.0,0 days 00:01:16.852000,HARD,3.0,15.0,0 days 01:46:08.176000,,False,1,76.852,-0.5660000000000025,6368.176,7.497000000000298
COL,39.0,0 days 00:01:20.057000,HARD,4.0,15.0,0 days 01:47:28.233000,,False,1,80.057,3.2049999999999983,6448.233,5.682999999999993
COL,40.0,0 days 00:01:19.090000,HARD,5.0,15.0,0 days 01:48:47.323000,,False,1,79.09,-0.9669999999999987,6527.323,1.7899999999999636
COL,41.0,0 days 00:01:20.543000,HARD,6.0,15.0,0 days 01:50:07.866000,,False,1,80.543,1.453000000000003,6607.866,0.9849999999996726
COL,42.0,0 days 00:01:21.845000,HARD,7.0,15.0,0 days 01:51:29.711000,,False,1,81.845,1.3019999999999925,6689.711,0.918999999999869
COL,43.0,0 days 00:01:21.644000,HARD,8.0,15.0,0 days 01:52:51.355000,,False,1,81.644,-0.2009999999999934,6771.355,1.0999999999994543
COL,44.0,0 days 00:01:20.054000,HARD,9.0,15.0,0 days 01:54:11.409000,,False,1,80.054,-1.5900000000000034,6851.409,0.8979999999992287
COL,45.0,0 days 00:01:20.894000,HARD,10.0,14.0,0 days 01:55:32.303000,,False,1,80.894,0.8400000000000034,6932.303,0.7529999999997017
COL,46.0,0 days 00:01:22.231000,HARD,11.0,14.0,0 days 01:56:54.534000,,False,1,82.231,1.336999999999989,7014.534,0.8599999999996726
COL,47.0,0 days 00:01:22.125000,HARD,12.0,14.0,0 days 01:58:16.659000,,False,1,82.125,-0.10599999999999454,7096.659,0.7969999999995707
COL,48.0,0 days 00:01:21.306000,HARD,13.0,14.0,0 days 01:59:37.965000,,False,1,81.306,-0.8190000000000026,7177.965,1.2860000000000582
COL,49.0,0 days 00:01:20.530000,HARD,14.0,14.0,0 days 02:00:58.495000,,False,1,80.53,-0.7759999999999962,7258.495,2.394999999999527
COL,50.0,0 days 00:01:21.165000,HARD,15.0,14.0,0 days 02:02:19.660000,,False,1,81.165,0.6350000000000051,7339.66,2.03899999999976
COL,51.0,0 days 00:01:19.635000,HARD,16.0,14.0,0 days 02:03:39.295000,,False,1,79.635,-1.5300000000000011,7419.295,1.0579999999999927
COL,52.0,0 days 00:01:21.035000,HARD,17.0,14.0,0 days 02:05:00.330000,,False,1,81.035,1.3999999999999915,7500.33,2.6710000000002765
COL,53.0,0 days 00:01:20.660000,HARD,18.0,14.0,0 days 02:06:20.990000,,False,1,80.66,-0.375,7580.99,0.5909999999994398
COL,54.0,0 days 00:01:19.678000,HARD,19.0,14.0,0 days 02:07:40.668000,,False,1,79.678,-0.9819999999999993,7660.668,0.9439999999995052
COL,55.0,0 days 00:01:19.258000,HARD,20.0,14.0,0 days 02:08:59.926000,,False,1,79.258,-0.4200000000000017,7739.926,0.98700000000008
COL,56.0,0 days 00:01:22.493000,HARD,21.0,14.0,0 days 02:10:22.419000,,False,1,82.493,3.2349999999999994,7822.419,1.6939999999995052
COL,57.0,0 days 00:01:20.523000,HARD,22.0,14.0,0 days 02:11:42.942000,,False,1,80.523,-1.9699999999999989,7902.942,0.5140000000001237
COL,58.0,0 days 00:01:43.252000,HARD,23.0,14.0,0 days 02:13:26.194000,,False,124,103.252,22.729,8006.194,1.5190000000002328
COL,59.0,0 days 00:01:55.405000,HARD,24.0,14.0,0 days 02:15:21.599000,0 days 02:15:00.360000,True,4,115.405,12.153000000000006,8121.599,3.41399999999976
COL,60.0,0 days 00:01:33.555000,HARD,25.0,14.0,0 days 02:16:55.154000,,False,4,93.555,-21.849999999999994,8215.154,1.3549999999995634
COL,61.0,0 days 00:01:58.025000,HARD,26.0,14.0,0 days 02:18:53.179000,,False,4,118.025,24.47,8333.179,0.33400000000074215
COL,62.0,0 days 00:01:33.040000,HARD,27.0,14.0,0 days 02:20:26.219000,,False,4,93.04,-24.985,8426.219,1.6109999999989668
COL,63.0,0 days 00:01:24.708000,HARD,28.0,14.0,0 days 02:21:50.927000,,False,4,84.708,-8.332000000000008,8510.927,2.2780000000002474
COL,64.0,0 days 00:01:21.664000,HARD,29.0,14.0,0 days 02:23:12.591000,,False,412,81.664,-3.043999999999997,8592.591,1.765000000001237
COL,65.0,0 days 00:01:56.957000,HARD,30.0,13.0,0 days 02:25:09.548000,0 days 02:24:46.961000,True,24,116.957,35.29299999999999,8709.548,5.382000000001426
COL,66.0,0 days 00:01:45.556000,HARD,31.0,13.0,0 days 02:26:55.104000,,False,4,105.556,-11.400999999999996,8815.104,2.811999999999898
COL,67.0,,HARD,32.0,13.0,0 days 03:02:25.481000,0 days 02:28:40.450000,True,451,,,10945.481,1.407999999999447
COL,68.0,,SOFT,1.0,13.0,0 days 03:04:55.715000,0 days 03:03:51.885000,True,14,,,11095.715,5.790999999999258
COL,69.0,0 days 00:01:29.741000,SOFT,1.0,13.0,0 days 03:06:25.456000,,False,4,89.741,,11185.456,5.558000000000902
COL,70.0,0 days 00:02:27.871000,SOFT,2.0,12.0,0 days 03:08:53.327000,,False,41,147.871,58.13000000000001,11333.327,0.15200000000004366
COL,71.0,0 days 00:01:39.346000,SOFT,3.0,15.0,0 days 03:10:32.673000,,False,12,99.346,-48.525000000000006,11432.673,3.7030000000013388
COL,72.0,0 days 00:01:19.699000,SOFT,4.0,15.0,0 days 03:11:52.372000,,False,1,79.699,-19.647000000000006,11512.372,5.917999999999665
COL,73.0,0 days 00:01:18.642000,SOFT,5.0,15.0,0 days 03:13:11.014000,,False,1,78.642,-1.0570000000000022,11591.014,4.68999999999869
COL,74.0,0 days 00:01:16.316000,SOFT,6.0,15.0,0 days 03:14:27.330000,,False,1,76.316,-2.3259999999999934,11667.33,2.8479999999999563
COL,75.0,0 days 00:01:16.531000,SOFT,7.0,15.0,0 days 03:15:43.861000,,False,1,76.531,0.2150000000000034,11743.861,1.47400000000016
COL,76.0,0 days 00:01:17.519000,SOFT,8.0,15.0,0 days 03:17:01.380000,,False,1,77.519,0.9879999999999995,11821.38,1.396999999999025
COL,77.0,0 days 00:01:17.095000,SOFT,9.0,15.0,0 days 03:18:18.475000,,False,1,77.095,-0.4240000000000066,11898.475,1.2219999999997526
COL,78.0,0 days 00:01:16.654000,SOFT,10.0,15.0,0 days 03:19:35.129000,,False,1,76.654,-0.4410000000000025,11975.129,0.6190000000005966
GAS,1.0,0 days 00:01:30.105000,MEDIUM,1.0,7.0,0 days 00:56:49.971000,,False,12,90.105,,3409.971,0.7449999999998909
GAS,2.0,0 days 00:01:20.715000,MEDIUM,2.0,7.0,0 days 00:58:10.686000,,False,1,80.715,-9.39,3490.686,1.0060000000003129
GAS,3.0,0 days 00:01:20.073000,MEDIUM,3.0,7.0,0 days 00:59:30.759000,,False,1,80.073,-0.6420000000000101,3570.759,1.3029999999998836
GAS,4.0,0 days 00:01:19.124000,MEDIUM,4.0,7.0,0 days 01:00:49.883000,,False,1,79.124,-0.9489999999999981,3649.883,1.5409999999997126
GAS,5.0,0 days 00:01:19.092000,MEDIUM,5.0,7.0,0 days 01:02:08.975000,,False,1,79.092,-0.031999999999996476,3728.975,2.5609999999996944
GAS,6.0,0 days 00:01:18.305000,MEDIUM,6.0,7.0,0 days 01:03:27.280000,,False,1,78.305,-0.7869999999999919,3807.28,2.6280000000001564
GAS,7.0,0 days 00:01:18.580000,MEDIUM,7.0,7.0,0 days 01:04:45.860000,,False,1,78.58,0.2749999999999915,3885.86,3.6350000000002183
GAS,8.0,0 days 00:01:17.946000,MEDIUM,8.0,7.0,0 days 01:06:03.806000,,False,1,77.946,-0.6340000000000003,3963.806,4.394000000000233
GAS,9.0,0 days 00:01:18.130000,MEDIUM,9.0,7.0,0 days 01:07:21.936000,,False,1,78.13,0.1839999999999975,4041.936,5.329999999999927
GAS,10.0,0 days 00:01:18.040000,MEDIUM,10.0,7.0,0 days 01:08:39.976000,,False,1,78.04,-0.0899999999999892,4119.976,6.1899999999996
GAS,11.0,0 days 00:01:18.404000,MEDIUM,11.0,7.0,0 days 01:09:58.380000,,False,1,78.404,0.3639999999999901,4198.38,6.704999999999927
GAS,12.0,0 days 00:01:18.358000,MEDIUM,12.0,7.0,0 days 01:11:16.738000,,False,1,78.358,-0.04599999999999227,4276.738,7.124000000000706
GAS,13.0,0 days 00:01:18.333000,MEDIUM,13.0,7.0,0 days 01:12:35.071000,,False,1,78.333,-0.025000000000005684,4355.071,6.988999999999578
GAS,14.0,0 days 00:01:18.204000,MEDIUM,14.0,7.0,0 days 01:13:53.275000,,False,1,78.204,-0.1290000000000049,4433.275,7.011999999999716
GAS,15.0,0 days 00:01:18.092000,MEDIUM,15.0,7.0,0 days 01:15:11.367000,,False,1,78.092,-0.11199999999999477,4511.367,6.139000000000124
GAS,16.0,0 days 00:01:19.128000,MEDIUM,16.0,7.0,0 days 01:16:30.495000,,False,1,79.128,1.0360000000000014,4590.495,5.698999999999614
GAS,17.0,0 days 00:01:18.782000,MEDIUM,17.0,7.0,0 days 01:17:49.277000,,False,1,78.782,-0.34600000000000364,4669.277,5.3419999999996435
GAS,18.0,0 days 00:01:19.055000,MEDIUM,18.0,7.0,0 days 01:19:08.332000,,False,1,79.055,0.27300000000001035,4748.332,5.8840000000000146
GAS,19.0,0 days 00:01:18.687000,MEDIUM,19.0,7.0,0 days 01:20:27.019000,,False,1,78.687,-0.3680000000000092,4827.019,6.3510000000005675
GAS,20.0,0 days 00:01:18.231000,MEDIUM,20.0,7.0,0 days 01:21:45.250000,,False,1,78.231,-0.45600000000000307,4905.25,6.5
GAS,21.0,0 days 00:01:18.386000,MEDIUM,21.0,7.0,0 days 01:23:03.636000,,False,1,78.386,0.15500000000000114,4983.636,6.688000000000102
GAS,22.0,0 days 00:01:18.475000,MEDIUM,22.0,7.0,0 days 01:24:22.111000,,False,1,78.475,0.08899999999999864,5062.111,6.932999999999993
GAS,23.0,0 days 00:01:18.461000,MEDIUM,23.0,7.0,0 days 01:25:40.572000,,False,1,78.461,-0.013999999999995794,5140.572,7.006000000000313
GAS,24.0,0 days 00:01:18.520000,MEDIUM,24.0,7.0,0 days 01:26:59.092000,,False,1,78.52,0.0589999999999975,5219.092,7.437999999999192
GAS,25.0,0 days 00:01:18.386000,MEDIUM,25.0,7.0,0 days 01:28:17.478000,,False,1,78.386,-0.13400000000000034,5297.478,7.533999999999651
GAS,26.0,0 days 00:01:18.461000,MEDIUM,26.0,7.0,0 days 01:29:35.939000,,False,1,78.461,0.07500000000000284,5375.939,7.333000000000538
GAS,27.0,0 days 00:01:18.521000,MEDIUM,27.0,7.0,0 days 01:30:54.460000,,False,1,78.521,0.060000000000002274,5454.46,7.2169999999996435
GAS,28.0,0 days 00:01:18.596000,MEDIUM,28.0,7.0,0 days 01:32:13.056000,,False,1,78.596,0.07500000000000284,5533.056,7.105999999999767
GAS,29.0,0 days 00:01:18.056000,MEDIUM,29.0,7.0,0 days 01:33:31.112000,,False,1,78.056,-0.5400000000000063,5611.112,6.682999999999993
GAS,30.0,0 days 00:01:18.178000,MEDIUM,30.0,7.0,0 days 01:34:49.290000,,False,1,78.178,0.12199999999999989,5689.29,6.253999999999905
GAS,31.0,0 days 00:01:18.360000,MEDIUM,31.0,6.0,0 days 01:36:07.650000,,False,1,78.36,0.18200000000000216,5767.65,5.9539999999997235
GAS,32.0,0 days 00:01:18.029000,MEDIUM,32.0,5.0,0 days 01:37:25.679000,,False,1,78.029,-0.33100000000000307,5845.679,5.806000000000495
GAS,33.0,0 days 00:01:18.807000,MEDIUM,33.0,5.0,0 days 01:38:44.486000,,False,1,78.807,0.7780000000000058,5924.486,6.501000000000204
GAS,34.0,0 days 00:01:18.659000,MEDIUM,34.0,5.0,0 days 01:40:03.145000,,False,1,78.659,-0.14799999999999613,6003.145,6.75
GAS,35.0,0 days 00:01:18.332000,MEDIUM,35.0,5.0,0 days 01:41:21.477000,,False,1,78.332,-0.3270000000000124,6081.477,6.5219999999999345
GAS,36.0,0 days 00:01:18.178000,MEDIUM,36.0,5.0,0 days 01:42:39.655000,,False,1,78.178,-0.15399999999999636,6159.655,6.375999999999294
GAS,37.0,0 days 00:01:18.949000,MEDIUM,37.0,5.0,0 days 01:43:58.604000,,False,1,78.949,0.7710000000000008,6238.604,7.407000000000153
GAS,38.0,0 days 00:01:19.068000,MEDIUM,38.0,5.0,0 days 01:45:17.672000,,False,1,79.068,0.11899999999999977,6317.672,8.187999999999192
GAS,39.0,0 days 00:01:19.227000,MEDIUM,39.0,5.0,0 days 01:46:36.899000,,False,1,79.227,0.15900000000000603,6396.899,9.244000000000597
GAS,40.0,0 days 00:01:19.024000,MEDIUM,40.0,5.0,0 days 01:47:55.923000,,False,1,79.024,-0.20300000000000296,6475.923,8.918999999999869
GAS,41.0,0 days 00:01:18.934000,MEDIUM,41.0,5.0,0 days 01:49:14.857000,,False,1,78.934,-0.09000000000000341,6554.857,9.296000000000276
GAS,42.0,0 days 00:01:18.656000,MEDIUM,42.0,5.0,0 days 01:50:33.513000,,False,1,78.656,-0.2779999999999916,6633.513,9.265999999999622
GAS,43.0,0 days 00:01:18.909000,MEDIUM,43.0,5.0,0 days 01:51:52.422000,,False,1,78.909,0.2530000000000001,6712.422,9.081999999999425
GAS,44.0,0 days 00:01:18.777000,MEDIUM,44.0,5.0,0 days 01:53:11.199000,,False,1,78.777,-0.132000000000005,6791.199,8.579999999999927
GAS,45.0,0 days 00:01:37.189000,MEDIUM,45.0,7.0,0 days 01:54:48.388000,0 days 01:54:23.524000,True,1,97.189,18.411999999999992,6888.388,12.297999999999774
GAS,46.0,0 days 00:01:23.643000,HARD,1.0,7.0,0 days 01:56:12.031000,,False,1,83.643,-13.545999999999992,6972.031,18.583999999999833
GAS,47.0,0 days 00:01:18.675000,HARD,2.0,7.0,0 days 01:57:30.706000,,False,1,78.675,-4.9680000000000035,7050.706,19.922999999999774
GAS,48.0,0 days 00:01:18.218000,HARD,3.0,7.0,0 days 01:58:48.924000,,False,1,78.218,-0.45699999999999363,7128.924,10.979999999999563
GAS,49.0,0 days 00:01:20.722000,HARD,4.0,7.0,0 days 02:00:09.646000,,False,1,80.722,2.5039999999999907,7209.646,8.055999999999585
GAS,50.0,0 days 00:01:18.925000,HARD,5.0,7.0,0 days 02:01:28.571000,,False,1,78.925,-1.796999999999997,7288.571,8.791999999999462
GAS,51.0,0 days 00:01:19.348000,HARD,6.0,7.0,0 days 02:02:47.919000,,False,1,79.348,0.4230000000000018,7367.919,10.716999999999643
GAS,52.0,0 days 00:01:17.950000,HARD,7.0,7.0,0 days 02:04:05.869000,,False,1,77.95,-1.3979999999999961,7445.869,11.804000000000087
GAS,53.0,0 days 00:01:17.055000,HARD,8.0,7.0,0 days 02:05:22.924000,,False,1,77.055,-0.894999999999996,7522.924,12.162999999999556
GAS,54.0,0 days 00:01:17.287000,HARD,9.0,7.0,0 days 02:06:40.211000,,False,1,77.287,0.23199999999999932,7600.211,12.19800000000032
GAS,55.0,0 days 00:01:17.126000,HARD,10.0,7.0,0 days 02:07:57.337000,,False,1,77.126,-0.16100000000000136,7677.337,12.497000000000298
GAS,56.0,0 days 00:01:17.509000,HARD,11.0,7.0,0 days 02:09:14.846000,,False,1,77.509,0.38299999999999557,7754.846,13.405999999999949
GAS,57.0,0 days 00:01:17.963000,HARD,12.0,7.0,0 days 02:10:32.809000,,False,1,77.963,0.4539999999999935,7832.809,14.265000000000327
GAS,58.0,0 days 00:01:17.612000,HARD,13.0,7.0,0 days 02:11:50.421000,,False,1,77.612,-0.3509999999999991,7910.421,15.33600000000024
GAS,59.0,0 days 00:01:39.182000,HARD,14.0,6.0,0 days 02:13:29.603000,,False,124,99.182,21.570000000000007,8009.603,29.26800000000003
GAS,60.0,0 days 00:01:53.136000,HARD,15.0,6.0,0 days 02:15:22.739000,0 days 02:15:03.876000,True,4,113.136,13.953999999999994,8122.739,25.71099999999933
GAS,61.0,0 days 00:01:33.183000,HARD,16.0,6.0,0 days 02:16:55.922000,,False,4,93.183,-19.95299999999999,8215.922,7.088999999999942
GAS,62.0,0 days 00:01:58.441000,HARD,17.0,6.0,0 days 02:18:54.363000,,False,4,118.441,25.257999999999996,8334.363,5.1119999999991705
GAS,63.0,0 days 00:01:32.959000,HARD,18.0,6.0,0 days 02:20:27.322000,,False,4,92.959,-25.482,8427.322,6.9950000000008
GAS,64.0,0 days 00:01:24.677000,HARD,19.0,6.0,0 days 02:21:51.999000,,False,4,84.677,-8.281999999999996,8511.999,11.792999999999665
GAS,65.0,0 days 00:01:21.810000,HARD,20.0,5.0,0 days 02:23:13.809000,,False,412,81.81,-2.8670000000000044,8593.809,11.80999999999949
GAS,66.0,0 days 00:01:54.401000,HARD,21.0,5.0,0 days 02:25:08.210000,0 days 02:24:45.664000,True,24,114.401,32.590999999999994,8708.21,11.149999999999636
GAS,67.0,0 days 00:01:46.410000,HARD,22.0,5.0,0 days 02:26:54.620000,,False,4,106.41,-7.991,8814.62,11.335000000000946
GAS,68.0,,HARD,23.0,5.0,0 days 03:04:30.224000,0 days 02:28:39.387000,True,451,,,11070.224,2.536000000000058
GAS,69.0,0 days 00:01:36.522000,SOFT,5.0,5.0,0 days 03:06:06.746000,,False,14,96.522,,11166.746,0.7459999999991851
GAS,70.0,,SOFT,6.0,5.0,0 days 03:08:51.610000,,False,41,,,11331.61,0.2820000000010623
GAS,71.0,0 days 00:01:26.190000,SOFT,7.0,4.0,0 days 03:10:17.800000,,False,12,86.19,,11417.8,1.6159999999999854
GAS,72.0,0 days 00:01:17.461000,SOFT,8.0,3.0,0 days 03:11:35.261000,,False,1,77.461,-8.729,11495.261,8.299000000000888
GAS,73.0,0 days 00:01:16.054000,SOFT,9.0,3.0,0 days 03:12:51.315000,,False,1,76.054,-1.4069999999999965,11571.315,9.384000000000015
GAS,74.0,0 days 00:01:16.599000,SOFT,10.0,3.0,0 days 03:14:07.914000,,False,1,76.599,0.5450000000000017,11647.914,11.340000000000146
GAS,75.0,0 days 00:01:16.296000,SOFT,11.0,3.0,0 days 03:15:24.210000,,False,1,76.296,-0.30299999999999727,11724.21,12.909999999999854
GAS,76.0,0 days 00:01:15.899000,SOFT,12.0,3.0,0 days 03:16:40.109000,,False,1,75.899,-0.39700000000000557,11800.109,13.760000000000218
GAS,77.0,0 days 00:01:15.497000,SOFT,13.0,3.0,0 days 03:17:55.606000,,False,1,75.497,-0.402000000000001,11875.606,13.92699999999968
GAS,78.0,0 days 00:01:15.881000,SOFT,14.0,3.0,0 days 03:19:11.487000,,False,1,75.881,0.38400000000000034,11951.487,14.016999999999825
HAD,1.0,0 days 00:01:26.741000,MEDIUM,1.0,4.0,0 days 00:56:46.607000,,False,12,86.741,,3406.607,1.2269999999998618
HAD,2.0,0 days 00:01:19.178000,MEDIUM,2.0,4.0,0 days 00:58:05.785000,,False,1,79.178,-7.563000000000002,3485.785,1.8519999999998618
HAD,3.0,0 days 00:01:18.140000,MEDIUM,3.0,4.0,0 days 00:59:23.925000,,False,1,78.14,-1.0379999999999967,3563.925,2.199000000000069
HAD,4.0,0 days 00:01:17.551000,MEDIUM,4.0,4.0,0 days 01:00:41.476000,,False,1,77.551,-0.5889999999999986,3641.476,2.2800000000002
HAD,5.0,0 days 00:01:17.402000,MEDIUM,5.0,4.0,0 days 01:01:58.878000,,False,1,77.402,-0.1490000000000009,3718.878,2.0270000000000437
HAD,6.0,0 days 00:01:17.606000,MEDIUM,6.0,4.0,0 days 01:03:16.484000,,False,1,77.606,0.20399999999999352,3796.484,1.893000000000029
HAD,7.0,0 days 00:01:17.428000,MEDIUM,7.0,4.0,0 days 01:04:33.912000,,False,1,77.428,-0.17799999999999727,3873.912,1.9829999999997199
HAD,8.0,0 days 00:01:17.689000,MEDIUM,8.0,4.0,0 days 01:05:51.601000,,False,1,77.689,0.2609999999999957,3951.601,2.76299999999992
HAD,9.0,0 days 00:01:17.316000,MEDIUM,9.0,4.0,0 days 01:07:08.917000,,False,1,77.316,-0.37299999999999045,4028.917,2.8910000000000764
HAD,10.0,0 days 00:01:17.138000,MEDIUM,10.0,4.0,0 days 01:08:26.055000,,False,1,77.138,-0.17799999999999727,4106.055,3.1890000000003056
HAD,11.0,0 days 00:01:17.530000,MEDIUM,11.0,4.0,0 days 01:09:43.585000,,False,1,77.53,0.3919999999999959,4183.585,3.706000000000131
HAD,12.0,0 days 00:01:17.711000,MEDIUM,12.0,4.0,0 days 01:11:01.296000,,False,1,77.711,0.18099999999999739,4261.296,3.856999999999971
HAD,13.0,0 days 00:01:18.540000,MEDIUM,13.0,4.0,0 days 01:12:19.836000,,False,1,78.54,0.8290000000000077,4339.836,5.3159999999998035
HAD,14.0,0 days 00:01:18.492000,MEDIUM,14.0,4.0,0 days 01:13:38.328000,,False,1,78.492,-0.04800000000000182,4418.328,6.652000000000044
HAD,15.0,0 days 00:01:18.277000,MEDIUM,15.0,4.0,0 days 01:14:56.605000,,False,1,78.277,-0.2150000000000034,4496.605,7.6159999999999854
