Driver,LapNumber,LapTime,Compound,TyreLife,Position,Time,PitInTime,PittedThisLap,LapSeconds,PersonalDelta,CumSeconds,Interval
COL,11.0,0 days 00:01:25.710000,SOFT,11.0,12.0,0 days 01:09:25.659000,,False,85.71,-0.3920000000000101,4165.659,1.3489999999992506
COL,12.0,0 days 00:01:29.443000,SOFT,12.0,12.0,0 days 01:10:55.102000,0 days 01:10:52.426000,True,89.443,3.733000000000004,4255.102,2.7349999999996726
COL,13.0,0 days 00:01:44.099000,HARD,1.0,18.0,0 days 01:12:39.201000,,False,104.099,14.656000000000006,4359.201,6.225000000000364
COL,14.0,0 days 00:01:23.746000,HARD,2.0,16.0,0 days 01:14:02.947000,,False,83.746,-20.35300000000001,4442.947,3.043999999999869
COL,15.0,0 days 00:01:23.766000,HARD,3.0,14.0,0 days 01:15:26.713000,,False,83.766,0.020000000000010232,4526.713,2.030999999999949
COL,16.0,0 days 00:01:24.335000,HARD,4.0,13.0,0 days 01:16:51.048000,,False,84.335,0.5689999999999884,4611.048,2.2399999999997817
COL,17.0,0 days 00:01:24.333000,HARD,5.0,13.0,0 days 01:18:15.381000,,False,84.333,-0.001999999999995339,4695.381,2.1060000000006767
COL,18.0,0 days 00:01:24.065000,HARD,6.0,12.0,0 days 01:19:39.446000,,False,84.065,-0.2680000000000007,4779.446,1.2919999999994616
COL,19.0,0 days 00:01:25.623000,HARD,7.0,13.0,0 days 01:21:05.069000,,False,85.623,1.558000000000007,4865.069,0.9690000000000509
COL,20.0,0 days 00:01:24.417000,HARD,8.0,13.0,0 days 01:22:29.486000,,False,84.417,-1.206000000000003,4949.486,1.5599999999994907
COL,21.0,0 days 00:01:24.097000,HARD,9.0,13.0,0 days 01:23:53.583000,,False,84.097,-0.3200000000000074,5033.583,1.8679999999994834
COL,22.0,0 days 00:01:24.176000,HARD,10.0,13.0,0 days 01:25:17.759000,,False,84.176,0.07900000000000773,5117.759,2.0559999999995853
COL,23.0,0 days 00:01:24.469000,HARD,11.0,12.0,0 days 01:26:42.228000,,False,84.469,0.29299999999999216,5202.228,2.4290000000000873
COL,24.0,0 days 00:01:25.027000,HARD,12.0,12.0,0 days 01:28:07.255000,,False,85.027,0.5580000000000069,5287.255,2.3289999999997235
COL,25.0,0 days 00:01:24.908000,HARD,13.0,12.0,0 days 01:29:32.163000,,False,84.908,-0.11899999999999977,5372.163,2.6309999999994034
COL,26.0,0 days 00:01:24.961000,HARD,14.0,12.0,0 days 01:30:57.124000,,False,84.961,0.05299999999999727,5457.124,2.9399999999996
COL,27.0,0 days 00:01:24.492000,HARD,15.0,12.0,0 days 01:32:21.616000,,False,84.492,-0.4689999999999941,5541.616,2.306999999999789
COL,28.0,0 days 00:01:24.582000,HARD,16.0,12.0,0 days 01:33:46.198000,,False,84.582,0.0899999999999892,5626.198,1.7460000000000946
COL,29.0,0 days 00:01:24.374000,HARD,17.0,11.0,0 days 01:35:10.572000,,False,84.374,-0.2079999999999984,5710.572,1.3450000000002547
