Driver,LapNumber,LapTime,Compound,TyreLife,Position
HAD,26.0,0 days 00:01:18.860000,MEDIUM,26.0,4.0
HAD,27.0,0 days 00:01:19.074000,MEDIUM,27.0,4.0
HAD,28.0,0 days 00:01:18.695000,MEDIUM,28.0,4.0
HAD,29.0,0 days 00:01:18.818000,MEDIUM,29.0,4.0
HAD,30.0,0 days 00:01:18.818000,MEDIUM,30.0,4.0
HAD,31.0,0 days 00:01:18.715000,MEDIUM,31.0,4.0
HAD,32.0,0 days 00:01:36.191000,MEDIUM,32.0,7.0
HAD,33.0,0 days 00:01:25.121000,HARD,1.0,8.0
HAD,34.0,0 days 00:01:18.995000,HARD,2.0,8.0
HAD,35.0,0 days 00:01:17.785000,HARD,3.0,8.0
HAD,36.0,0 days 00:01:17.706000,HARD,4.0,8.0
HAD,37.0,0 days 00:01:17.911000,HARD,5.0,8.0
HAD,38.0,0 days 00:01:17.778000,HARD,6.0,8.0
HAD,39.0,0 days 00:01:17.329000,HARD,7.0,8.0
HAD,40.0,0 days 00:01:17.384000,HARD,8.0,8.0
HAD,41.0,0 days 00:01:17.391000,HARD,9.0,8.0
HAD,42.0,0 days 00:01:18.160000,HARD,10.0,8.0
HAD,43.0,0 days 00:01:18.779000,HARD,11.0,8.0
HAD,44.0,0 days 00:01:18.777000,HARD,12.0,8.0
HAD,45.0,0 days 00:01:17.615000,HARD,13.0,6.0
HAD,46.0,0 days 00:01:17.357000,HARD,14.0,6.0
HAD,47.0,0 days 00:01:17.336000,HARD,15.0,6.0
HAD,48.0,0 days 00:01:19.354000,HARD,16.0,5.0
HAD,49.0,0 days 00:01:17.890000,HARD,17.0,5.0
HAD,50.0,0 days 00:01:17.504000,HARD,18.0,5.0
HAD,51.0,0 days 00:01:17.774000,HARD,19.0,5.0
HAD,52.0,0 days 00:01:17.916000,HARD,20.0,5.0
HAD,53.0,0 days 00:01:17.728000,HARD,21.0,5.0
HAD,54.0,0 days 00:01:18.794000,HARD,22.0,5.0
HAD,55.0,0 days 00:01:17.673000,HARD,23.0,5.0
HAD,56.0,0 days 00:01:17.351000,HARD,24.0,5.0
HAD,57.0,0 days 00:01:17.594000,HARD,25.0,5.0
HAD,58.0,0 days 00:01:17.279000,HARD,26.0,5.0
HAD,59.0,0 days 00:01:32.695000,HARD,27.0,5.0
HAD,60.0,0 days 00:01:52.670000,HARD,28.0,4.0
HAD,61.0,0 days 00:01:54.918000,HARD,29.0,4.0
HAD,62.0,0 days 00:02:00.560000,HARD,30.0,4.0
HAD,63.0,0 days 00:01:27.097000,HARD,31.0,4.0
HAD,64.0,0 days 00:01:19.974000,HARD,32.0,4.0
HAD,65.0,0 days 00:01:26.254000,HARD,33.0,3.0
HAD,66.0,0 days 00:01:53.138000,HARD,34.0,3.0
HAD,67.0,0 days 00:01:45.533000,HARD,35.0,3.0
HAD,68.0,,HARD,36.0,3.0
HAD,69.0,0 days 00:01:40.520000,SOFT,5.0,3.0
HAD,70.0,,SOFT,6.0,3.0
HAD,71.0,0 days 00:01:28.042000,SOFT,7.0,5.0
HAD,72.0,0 days 00:01:18.497000,SOFT,8.0,4.0
HAD,73.0,0 days 00:01:16.813000,SOFT,9.0,4.0
HAD,74.0,0 days 00:01:16.628000,SOFT,10.0,4.0
HAD,75.0,0 days 00:01:16.088000,SOFT,11.0,4.0
HAD,76.0,0 days 00:01:15.898000,SOFT,12.0,4.0
HAD,77.0,0 days 00:01:15.669000,SOFT,13.0,4.0
HAD,78.0,0 days 00:01:15.773000,SOFT,14.0,4.0
RUS,1.0,0 days 00:01:27.676000,MEDIUM,1.0,5.0
RUS,2.0,0 days 00:01:20.026000,MEDIUM,2.0,5.0
RUS,3.0,0 days 00:01:18.411000,MEDIUM,3.0,5.0
RUS,4.0,0 days 00:01:18.097000,MEDIUM,4.0,5.0
RUS,5.0,0 days 00:01:17.598000,MEDIUM,5.0,5.0
RUS,6.0,0 days 00:01:17.257000,MEDIUM,6.0,5.0
RUS,7.0,0 days 00:01:17.155000,MEDIUM,7.0,5.0
RUS,8.0,0 days 00:01:17.188000,MEDIUM,8.0,5.0
RUS,9.0,0 days 00:01:17.352000,MEDIUM,9.0,5.0
RUS,10.0,0 days 00:01:17.222000,MEDIUM,10.0,5.0
RUS,11.0,0 days 00:01:17.364000,MEDIUM,11.0,5.0
RUS,12.0,0 days 00:01:17.596000,MEDIUM,12.0,5.0
RUS,13.0,0 days 00:01:17.891000,MEDIUM,13.0,5.0
RUS,14.0,0 days 00:01:18.579000,MEDIUM,14.0,5.0
RUS,15.0,0 days 00:01:18.004000,MEDIUM,15.0,5.0
RUS,16.0,0 days 00:01:18.468000,MEDIUM,16.0,5.0
RUS,17.0,0 days 00:01:18.411000,MEDIUM,17.0,5.0
RUS,18.0,0 days 00:01:18.474000,MEDIUM,18.0,5.0
RUS,19.0,0 days 00:01:19.222000,MEDIUM,19.0,5.0
RUS,20.0,0 days 00:01:18.823000,MEDIUM,20.0,5.0
RUS,21.0,0 days 00:01:19.229000,MEDIUM,21.0,5.0
RUS,22.0,0 days 00:01:19.360000,MEDIUM,22.0,5.0
RUS,23.0,0 days 00:01:19.050000,MEDIUM,23.0,5.0
RUS,24.0,0 days 00:01:18.895000,MEDIUM,24.0,5.0
RUS,25.0,0 days 00:01:19.533000,MEDIUM,25.0,5.0
RUS,26.0,0 days 00:01:18.794000,MEDIUM,26.0,5.0
RUS,27.0,0 days 00:01:19.183000,MEDIUM,27.0,5.0
RUS,28.0,0 days 00:01:18.765000,MEDIUM,28.0,5.0
RUS,29.0,0 days 00:01:18.715000,MEDIUM,29.0,5.0
RUS,30.0,0 days 00:01:18.753000,MEDIUM,30.0,5.0
RUS,31.0,0 days 00:01:35.320000,MEDIUM,31.0,8.0
RUS,32.0,0 days 00:01:20.775000,HARD,1.0,8.0
RUS,33.0,0 days 00:01:17.455000,HARD,2.0,7.0
RUS,34.0,0 days 00:01:16.631000,HARD,3.0,7.0
RUS,35.0,0 days 00:01:16.448000,HARD,4.0,7.0
RUS,36.0,0 days 00:01:16.243000,HARD,5.0,7.0
RUS,37.0,0 days 00:01:17.026000,HARD,6.0,7.0
RUS,38.0,0 days 00:01:17.821000,HARD,7.0,7.0
RUS,39.0,0 days 00:01:19.089000,HARD,8.0,7.0
RUS,40.0,0 days 00:01:19.070000,HARD,9.0,7.0
RUS,41.0,0 days 00:01:20.603000,HARD,10.0,7.0
RUS,42.0,0 days 00:01:20.409000,HARD,11.0,7.0
RUS,43.0,0 days 00:01:19.417000,HARD,12.0,7.0
RUS,44.0,0 days 00:01:18.622000,HARD,13.0,7.0
RUS,45.0,0 days 00:01:17.171000,HARD,14.0,5.0
RUS,46.0,0 days 00:01:16.442000,HARD,15.0,5.0
RUS,47.0,0 days 00:01:16.477000,HARD,16.0,5.0
RUS,48.0,0 days 00:01:18.292000,HARD,17.0,4.0
RUS,49.0,0 days 00:01:16.774000,HARD,18.0,4.0
RUS,50.0,0 days 00:01:17.402000,HARD,19.0,4.0
RUS,51.0,0 days 00:01:17.308000,HARD,20.0,4.0
RUS,52.0,0 days 00:01:16.971000,HARD,21.0,4.0
RUS,53.0,0 days 00:01:16.030000,HARD,22.0,4.0
RUS,54.0,0 days 00:01:19.178000,HARD,23.0,4.0
RUS,55.0,0 days 00:01:16.488000,HARD,24.0,4.0
RUS,56.0,0 days 00:01:15.773000,HARD,25.0,4.0
RUS,57.0,0 days 00:01:15.827000,HARD,26.0,4.0
RUS,58.0,0 days 00:01:15.826000,HARD,27.0,4.0
RUS,59.0,0 days 00:01:27.497000,HARD,28.0,4.0
RUS,60.0,0 days 00:02:17.686000,HARD,29.0,5.0
RUS,61.0,0 days 00:01:51.805000,SOFT,5.0,5.0
RUS,62.0,0 days 00:02:00.418000,SOFT,6.0,5.0
RUS,63.0,0 days 00:01:31.076000,SOFT,7.0,5.0
RUS,64.0,0 days 00:01:19.879000,SOFT,8.0,5.0
RUS,65.0,0 days 00:01:21.793000,SOFT,9.0,4.0
RUS,66.0,0 days 00:01:55.061000,SOFT,10.0,4.0
RUS,67.0,0 days 00:01:46.225000,SOFT,11.0,4.0
RUS,68.0,,SOFT,12.0,4.0
RUS,69.0,0 days 00:01:38.312000,SOFT,5.0,4.0
RUS,70.0,,SOFT,6.0,4.0
RUS,71.0,0 days 00:01:24.856000,SOFT,7.0,3.0
RUS,72.0,0 days 00:01:28.255000,SOFT,8.0,11.0
RUS,73.0,0 days 00:01:21.885000,SOFT,9.0,14.0
RUS,74.0,0 days 00:01:18.158000,SOFT,10.0,14.0
RUS,75.0,0 days 00:01:17.905000,SOFT,11.0,14.0
RUS,76.0,0 days 00:01:17.596000,SOFT,12.0,14.0
RUS,77.0,0 days 00:01:17.270000,SOFT,13.0,14.0
RUS,78.0,0 days 00:01:17.257000,SOFT,14.0,14.0
BOT,1.0,0 days 00:01:58.143000,SOFT,1.0,19.0
BOT,2.0,0 days 00:01:24.133000,MEDIUM,1.0,19.0
BOT,3.0,0 days 00:01:21.753000,MEDIUM,2.0,19.0
BOT,4.0,0 days 00:01:21.609000,MEDIUM,3.0,19.0
BOT,5.0,0 days 00:01:21.912000,MEDIUM,4.0,19.0
BOT,6.0,0 days 00:01:21.293000,MEDIUM,5.0,19.0
BOT,7.0,0 days 00:01:21.137000,MEDIUM,6.0,19.0
BOT,8.0,0 days 00:01:20.494000,MEDIUM,7.0,19.0
BOT,9.0,0 days 00:01:20.913000,MEDIUM,8.0,19.0
BOT,10.0,0 days 00:01:23.165000,MEDIUM,9.0,19.0
BOT,11.0,0 days 00:01:23.080000,MEDIUM,10.0,19.0
BOT,12.0,0 days 00:01:20.704000,MEDIUM,11.0,19.0
BOT,13.0,0 days 00:01:22.875000,MEDIUM,12.0,19.0
BOT,14.0,0 days 00:01:20.872000,MEDIUM,13.0,19.0
BOT,15.0,0 days 00:01:21.034000,MEDIUM,14.0,19.0
BOT,16.0,,MEDIUM,15.0,19.0
PIA,1.0,0 days 00:01:29.360000,MEDIUM,1.0,6.0
PIA,2.0,0 days 00:01:20.454000,MEDIUM,2.0,6.0
PIA,3.0,0 days 00:01:19.776000,MEDIUM,3.0,6.0
PIA,4.0,0 days 00:01:18.886000,MEDIUM,4.0,6.0
PIA,5.0,0 days 00:01:18.072000,MEDIUM,5.0,6.0
PIA,6.0,0 days 00:01:18.238000,MEDIUM,6.0,6.0
PIA,7.0,0 days 00:01:17.573000,MEDIUM,7.0,6.0
PIA,8.0,0 days 00:01:17.187000,MEDIUM,8.0,6.0
PIA,9.0,0 days 00:01:17.194000,MEDIUM,9.0,6.0
PIA,10.0,0 days 00:01:17.180000,MEDIUM,10.0,6.0
PIA,11.0,0 days 00:01:17.889000,MEDIUM,11.0,6.0
PIA,12.0,0 days 00:01:17.939000,MEDIUM,12.0,6.0
PIA,13.0,0 days 00:01:18.468000,MEDIUM,13.0,6.0
PIA,14.0,0 days 00:01:18.181000,MEDIUM,14.0,6.0
PIA,15.0,0 days 00:01:18.965000,MEDIUM,15.0,6.0
PIA,16.0,0 days 00:01:19.568000,MEDIUM,16.0,6.0
PIA,17.0,0 days 00:01:19.139000,MEDIUM,17.0,6.0
PIA,18.0,0 days 00:01:18.513000,MEDIUM,18.0,6.0
PIA,19.0,0 days 00:01:18.220000,MEDIUM,19.0,6.0
PIA,20.0,0 days 00:01:18.082000,MEDIUM,20.0,6.0
PIA,21.0,0 days 00:01:18.198000,MEDIUM,21.0,6.0
PIA,22.0,0 days 00:01:18.230000,MEDIUM,22.0,6.0
PIA,23.0,0 days 00:01:18.388000,MEDIUM,23.0,6.0
PIA,24.0,0 days 00:01:18.088000,MEDIUM,24.0,6.0
PIA,25.0,0 days 00:01:18.290000,MEDIUM,25.0,6.0
PIA,26.0,0 days 00:01:18.662000,MEDIUM,26.0,6.0
PIA,27.0,0 days 00:01:18.637000,MEDIUM,27.0,6.0
PIA,28.0,0 days 00:01:18.707000,MEDIUM,28.0,6.0
PIA,29.0,0 days 00:01:18.479000,MEDIUM,29.0,6.0
PIA,30.0,0 days 00:01:18.607000,MEDIUM,30.0,6.0
PIA,31.0,0 days 00:01:18.660000,MEDIUM,31.0,5.0
PIA,32.0,0 days 00:01:18.177000,MEDIUM,32.0,4.0
PIA,33.0,0 days 00:01:18.112000,MEDIUM,33.0,4.0
PIA,34.0,0 days 00:01:18.410000,MEDIUM,34.0,4.0
PIA,35.0,0 days 00:01:18.560000,MEDIUM,35.0,4.0
PIA,36.0,0 days 00:01:18.324000,MEDIUM,36.0,4.0
PIA,37.0,0 days 00:01:17.918000,MEDIUM,37.0,4.0
PIA,38.0,0 days 00:01:18.287000,MEDIUM,38.0,4.0
PIA,39.0,0 days 00:01:18.171000,MEDIUM,39.0,4.0
PIA,40.0,0 days 00:01:19.349000,MEDIUM,40.0,4.0
PIA,41.0,0 days 00:01:18.557000,MEDIUM,41.0,4.0
PIA,42.0,0 days 00:01:18.686000,MEDIUM,42.0,4.0
PIA,43.0,0 days 00:01:19.093000,MEDIUM,43.0,4.0
PIA,44.0,0 days 00:01:19.279000,MEDIUM,44.0,4.0
PIA,45.0,0 days 00:01:19.664000,MEDIUM,45.0,4.0
PIA,46.0,0 days 00:01:19.345000,MEDIUM,46.0,4.0
PIA,47.0,0 days 00:01:19.575000,MEDIUM,47.0,4.0
PIA,48.0,0 days 00:01:36.741000,MEDIUM,48.0,6.0
PIA,49.0,0 days 00:01:23.646000,HARD,1.0,6.0
PIA,50.0,0 days 00:01:18.189000,HARD,2.0,6.0
PIA,51.0,0 days 00:01:17.423000,HARD,3.0,6.0
PIA,52.0,0 days 00:01:16.863000,HARD,4.0,6.0
PIA,53.0,0 days 00:01:16.696000,HARD,5.0,6.0
PIA,54.0,0 days 00:01:17.252000,HARD,6.0,6.0
PIA,55.0,0 days 00:01:16.827000,HARD,7.0,6.0
PIA,56.0,0 days 00:01:16.600000,HARD,8.0,6.0
PIA,57.0,0 days 00:01:17.104000,HARD,9.0,6.0
PIA,58.0,0 days 00:01:16.541000,HARD,10.0,6.0
PIA,59.0,0 days 00:01:57.353000,HARD,11.0,7.0
PIA,60.0,0 days 00:01:54.894000,SOFT,5.0,7.0
PIA,61.0,0 days 00:01:30.466000,SOFT,6.0,7.0
PIA,62.0,0 days 00:01:57.761000,SOFT,7.0,7.0
PIA,63.0,0 days 00:01:33.879000,SOFT,8.0,7.0
PIA,64.0,0 days 00:01:24.159000,SOFT,9.0,7.0
PIA,65.0,0 days 00:01:22.472000,SOFT,10.0,6.0
PIA,66.0,0 days 00:01:54.735000,SOFT,11.0,6.0
PIA,67.0,0 days 00:01:46.726000,SOFT,12.0,6.0
PIA,68.0,,SOFT,13.0,6.0
PIA,69.0,0 days 00:01:35.910000,SOFT,5.0,6.0
PIA,70.0,,SOFT,6.0,6.0
PIA,71.0,0 days 00:01:27.966000,SOFT,7.0,6.0
PIA,72.0,0 days 00:01:18.759000,SOFT,8.0,5.0
PIA,73.0,0 days 00:01:16.688000,SOFT,9.0,5.0
PIA,74.0,0 days 00:01:16.187000,SOFT,10.0,5.0
PIA,75.0,0 days 00:01:16.258000,SOFT,11.0,5.0
PIA,76.0,0 days 00:01:15.816000,SOFT,12.0,5.0
PIA,77.0,0 days 00:01:15.846000,SOFT,13.0,5.0
PIA,78.0,0 days 00:01:15.862000,SOFT,14.0,5.0
BEA,1.0,0 days 00:02:02.780000,MEDIUM,1.0,21.0
BEA,2.0,0 days 00:01:23.665000,HARD,1.0,21.0
BEA,3.0,0 days 00:01:19.274000,HARD,2.0,21.0
BEA,4.0,0 days 00:01:21.021000,HARD,3.0,21.0
BEA,5.0,0 days 00:01:21.826000,HARD,4.0,21.0
BEA,6.0,0 days 00:01:21.510000,HARD,5.0,21.0
BEA,7.0,0 days 00:01:21.010000,HARD,6.0,21.0
BEA,8.0,0 days 00:01:20.485000,HARD,7.0,21.0
BEA,9.0,0 days 00:01:20.809000,HARD,8.0,21.0
BEA,10.0,0 days 00:01:24.121000,HARD,9.0,21.0
BEA,11.0,0 days 00:01:22.612000,HARD,10.0,21.0
BEA,12.0,0 days 00:01:23.615000,HARD,11.0,21.0
BEA,13.0,0 days 00:01:19.542000,HARD,12.0,21.0
BEA,14.0,0 days 00:01:20.788000,HARD,13.0,21.0
BEA,15.0,0 days 00:01:22.435000,HARD,14.0,21.0
BEA,16.0,0 days 00:01:22.695000,HARD,15.0,21.0
BEA,17.0,0 days 00:01:21.656000,HARD,16.0,20.0
BEA,18.0,0 days 00:01:18.982000,HARD,17.0,20.0
BEA,19.0,0 days 00:01:18.589000,HARD,18.0,20.0
BEA,20.0,0 days 00:01:18.769000,HARD,19.0,20.0
BEA,21.0,0 days 00:01:18.540000,HARD,20.0,20.0
BEA,22.0,0 days 00:01:18.475000,HARD,21.0,20.0
BEA,23.0,0 days 00:01:18.665000,HARD,22.0,20.0
BEA,24.0,0 days 00:01:19.137000,HARD,23.0,20.0
BEA,25.0,0 days 00:01:18.683000,HARD,24.0,20.0
BEA,26.0,0 days 00:01:18.791000,HARD,25.0,20.0
BEA,27.0,0 days 00:01:18.623000,HARD,26.0,20.0
BEA,28.0,,HARD,27.0,20.0
