Driver,LapNumber,LapTime,Compound,TyreLife,Position
LEC,49.0,0 days 00:01:16.195000,HARD,14.0,3.0
LEC,50.0,0 days 00:01:16.211000,HARD,15.0,3.0
LEC,51.0,0 days 00:01:16.474000,HARD,16.0,3.0
LEC,52.0,0 days 00:01:16.696000,HARD,17.0,3.0
LEC,53.0,0 days 00:01:15.964000,HARD,18.0,3.0
LEC,54.0,0 days 00:01:16.150000,HARD,19.0,3.0
LEC,55.0,0 days 00:01:16.056000,HARD,20.0,3.0
LEC,56.0,0 days 00:01:17.088000,HARD,21.0,3.0
LEC,57.0,0 days 00:01:16.393000,HARD,22.0,3.0
LEC,58.0,0 days 00:01:16.378000,HARD,23.0,3.0
LEC,59.0,0 days 00:01:16.476000,HARD,24.0,3.0
LEC,60.0,0 days 00:02:01.657000,HARD,25.0,3.0
LEC,61.0,0 days 00:01:55.305000,SOFT,5.0,3.0
LEC,62.0,0 days 00:01:34.670000,SOFT,6.0,3.0
LEC,63.0,0 days 00:01:46.850000,SOFT,7.0,3.0
LEC,64.0,0 days 00:02:04.443000,SOFT,8.0,3.0
LEC,65.0,,SOFT,9.0,
STR,1.0,0 days 00:01:39.197000,MEDIUM,1.0,18.0
STR,2.0,0 days 00:01:22.082000,MEDIUM,2.0,18.0
STR,3.0,0 days 00:01:21.900000,MEDIUM,3.0,17.0
STR,4.0,0 days 00:01:38.509000,MEDIUM,4.0,17.0
STR,5.0,0 days 00:01:24.018000,SOFT,1.0,18.0
STR,6.0,0 days 00:01:19.755000,SOFT,2.0,18.0
STR,7.0,0 days 00:01:19.602000,SOFT,3.0,18.0
STR,8.0,0 days 00:01:19.176000,SOFT,4.0,18.0
STR,9.0,0 days 00:01:19.144000,SOFT,5.0,17.0
STR,10.0,0 days 00:01:19.314000,SOFT,6.0,17.0
STR,11.0,0 days 00:01:19.543000,SOFT,7.0,17.0
STR,12.0,0 days 00:01:19.438000,SOFT,8.0,17.0
STR,13.0,0 days 00:01:19.140000,SOFT,9.0,17.0
STR,14.0,0 days 00:01:20.900000,SOFT,10.0,17.0
STR,15.0,0 days 00:01:21.621000,SOFT,11.0,17.0
STR,16.0,0 days 00:01:21.441000,SOFT,12.0,17.0
STR,17.0,0 days 00:01:19.611000,SOFT,13.0,17.0
STR,18.0,0 days 00:01:19.331000,SOFT,14.0,17.0
STR,19.0,0 days 00:01:19.246000,SOFT,15.0,17.0
STR,20.0,0 days 00:01:19.147000,SOFT,16.0,17.0
STR,21.0,0 days 00:01:19.333000,SOFT,17.0,17.0
STR,22.0,0 days 00:01:19.396000,SOFT,18.0,17.0
STR,23.0,0 days 00:01:19.471000,SOFT,19.0,17.0
STR,24.0,0 days 00:01:19.046000,SOFT,20.0,17.0
STR,25.0,0 days 00:01:18.873000,SOFT,21.0,17.0
STR,26.0,0 days 00:01:19.243000,SOFT,22.0,17.0
STR,27.0,0 days 00:01:19.210000,SOFT,23.0,17.0
STR,28.0,0 days 00:01:19.178000,SOFT,24.0,17.0
STR,29.0,0 days 00:01:18.968000,SOFT,25.0,17.0
STR,30.0,0 days 00:01:19.045000,SOFT,26.0,17.0
STR,31.0,0 days 00:01:18.966000,SOFT,27.0,17.0
STR,32.0,0 days 00:01:19.052000,SOFT,28.0,17.0
STR,33.0,0 days 00:01:19.219000,SOFT,29.0,17.0
STR,34.0,0 days 00:01:18.950000,SOFT,30.0,17.0
STR,35.0,0 days 00:01:19.099000,SOFT,31.0,17.0
STR,36.0,0 days 00:01:18.845000,SOFT,32.0,17.0
STR,37.0,0 days 00:01:19.008000,SOFT,33.0,17.0
STR,38.0,0 days 00:01:19.192000,SOFT,34.0,17.0
STR,39.0,0 days 00:01:19.236000,SOFT,35.0,17.0
STR,40.0,0 days 00:01:22.815000,SOFT,36.0,17.0
STR,41.0,0 days 00:01:19.360000,SOFT,37.0,17.0
STR,42.0,0 days 00:01:18.995000,SOFT,38.0,17.0
STR,43.0,0 days 00:01:19.304000,SOFT,39.0,17.0
STR,44.0,0 days 00:01:19.428000,SOFT,40.0,17.0
STR,45.0,0 days 00:01:19.237000,SOFT,41.0,16.0
STR,46.0,0 days 00:01:19.582000,SOFT,42.0,16.0
STR,47.0,0 days 00:01:22.150000,SOFT,43.0,16.0
STR,48.0,0 days 00:01:23.701000,SOFT,44.0,16.0
STR,49.0,0 days 00:01:19.950000,SOFT,45.0,16.0
STR,50.0,0 days 00:01:19.361000,SOFT,46.0,16.0
STR,51.0,0 days 00:01:19.816000,SOFT,47.0,16.0
STR,52.0,0 days 00:01:19.290000,SOFT,48.0,16.0
STR,53.0,0 days 00:01:21.326000,SOFT,49.0,16.0
STR,54.0,0 days 00:01:23.108000,SOFT,50.0,16.0
STR,55.0,0 days 00:01:19.560000,SOFT,51.0,16.0
STR,56.0,0 days 00:01:19.333000,SOFT,52.0,16.0
STR,57.0,,SOFT,53.0,
ALB,1.0,0 days 00:01:32.115000,MEDIUM,1.0,10.0
ALB,2.0,0 days 00:01:21.060000,MEDIUM,2.0,10.0
ALB,3.0,0 days 00:01:20.341000,MEDIUM,3.0,10.0
ALB,4.0,0 days 00:01:19.888000,MEDIUM,4.0,10.0
ALB,5.0,0 days 00:01:19.662000,MEDIUM,5.0,10.0
ALB,6.0,0 days 00:01:19.374000,MEDIUM,6.0,10.0
ALB,7.0,0 days 00:01:18.947000,MEDIUM,7.0,10.0
ALB,8.0,0 days 00:01:18.742000,MEDIUM,8.0,10.0
ALB,9.0,0 days 00:01:18.647000,MEDIUM,9.0,10.0
ALB,10.0,0 days 00:01:18.487000,MEDIUM,10.0,10.0
ALB,11.0,0 days 00:01:18.578000,MEDIUM,11.0,10.0
ALB,12.0,0 days 00:01:18.364000,MEDIUM,12.0,10.0
ALB,13.0,0 days 00:01:18.834000,MEDIUM,13.0,10.0
ALB,14.0,0 days 00:01:18.836000,MEDIUM,14.0,10.0
ALB,15.0,0 days 00:01:18.453000,MEDIUM,15.0,10.0
ALB,16.0,0 days 00:01:18.746000,MEDIUM,16.0,10.0
ALB,17.0,0 days 00:01:18.725000,MEDIUM,17.0,10.0
ALB,18.0,0 days 00:01:18.823000,MEDIUM,18.0,10.0
ALB,19.0,0 days 00:01:18.862000,MEDIUM,19.0,10.0
ALB,20.0,0 days 00:01:18.724000,MEDIUM,20.0,10.0
ALB,21.0,0 days 00:01:19.114000,MEDIUM,21.0,10.0
ALB,22.0,0 days 00:01:19.550000,MEDIUM,22.0,10.0
ALB,23.0,0 days 00:01:19.120000,MEDIUM,23.0,10.0
ALB,24.0,0 days 00:01:19.131000,MEDIUM,24.0,10.0
ALB,25.0,0 days 00:01:19.133000,MEDIUM,25.0,10.0
ALB,26.0,0 days 00:01:19.319000,MEDIUM,26.0,10.0
ALB,27.0,0 days 00:01:18.975000,MEDIUM,27.0,10.0
ALB,28.0,0 days 00:01:18.997000,MEDIUM,28.0,10.0
ALB,29.0,0 days 00:01:19.119000,MEDIUM,29.0,10.0
ALB,30.0,0 days 00:01:19.052000,MEDIUM,30.0,10.0
ALB,31.0,0 days 00:01:19.731000,MEDIUM,31.0,10.0
ALB,32.0,0 days 00:01:20.849000,MEDIUM,32.0,10.0
ALB,33.0,0 days 00:01:19.508000,MEDIUM,33.0,10.0
ALB,34.0,0 days 00:01:19.675000,MEDIUM,34.0,10.0
ALB,35.0,0 days 00:01:19.622000,MEDIUM,35.0,10.0
ALB,36.0,0 days 00:01:19.326000,MEDIUM,36.0,10.0
ALB,37.0,0 days 00:01:19.436000,MEDIUM,37.0,10.0
ALB,38.0,0 days 00:01:19.891000,MEDIUM,38.0,10.0
ALB,39.0,0 days 00:01:22.772000,MEDIUM,39.0,10.0
ALB,40.0,0 days 00:01:19.731000,MEDIUM,40.0,10.0
ALB,41.0,0 days 00:01:19.424000,MEDIUM,41.0,10.0
ALB,42.0,0 days 00:01:19.851000,MEDIUM,42.0,10.0
ALB,43.0,0 days 00:01:39,MEDIUM,43.0,10.0
ALB,44.0,0 days 00:01:22.343000,SOFT,1.0,10.0
ALB,45.0,0 days 00:01:23.382000,SOFT,2.0,10.0
ALB,46.0,0 days 00:01:22.221000,SOFT,3.0,10.0
ALB,47.0,0 days 00:01:22.903000,SOFT,4.0,11.0
ALB,48.0,0 days 00:01:19.909000,SOFT,5.0,11.0
ALB,49.0,0 days 00:01:19.573000,SOFT,6.0,11.0
ALB,50.0,0 days 00:01:20.227000,SOFT,7.0,11.0
ALB,51.0,0 days 00:01:21.678000,SOFT,8.0,11.0
ALB,52.0,0 days 00:01:19.769000,SOFT,9.0,11.0
ALB,53.0,0 days 00:01:22.571000,SOFT,10.0,11.0
ALB,54.0,0 days 00:01:18.157000,SOFT,11.0,11.0
ALB,55.0,0 days 00:01:18.900000,SOFT,12.0,11.0
ALB,56.0,0 days 00:01:17.946000,SOFT,13.0,10.0
ALB,57.0,0 days 00:01:18.191000,SOFT,14.0,10.0
ALB,58.0,0 days 00:01:37.607000,SOFT,15.0,10.0
ALB,59.0,0 days 00:01:49.710000,SOFT,16.0,10.0
ALB,60.0,0 days 00:01:51.635000,SOFT,17.0,10.0
ALB,61.0,0 days 00:01:59.566000,SOFT,18.0,10.0
ALB,62.0,0 days 00:01:31.249000,SOFT,19.0,10.0
ALB,63.0,0 days 00:01:23.345000,SOFT,20.0,10.0
ALB,64.0,0 days 00:01:20.988000,SOFT,21.0,10.0
ALB,65.0,0 days 00:01:53.813000,SOFT,22.0,9.0
ALB,66.0,0 days 00:01:47.265000,SOFT,23.0,9.0
ALB,67.0,,SOFT,24.0,9.0
ALB,68.0,0 days 00:02:25.090000,SOFT,7.0,9.0
ALB,69.0,0 days 00:01:32.833000,SOFT,7.0,9.0
ALB,70.0,,SOFT,8.0,9.0
ALB,71.0,0 days 00:01:29.804000,SOFT,9.0,9.0
ALB,72.0,0 days 00:01:21.351000,SOFT,10.0,9.0
ALB,73.0,0 days 00:01:18.158000,SOFT,11.0,8.0
ALB,74.0,0 days 00:01:16.776000,SOFT,12.0,8.0
ALB,75.0,0 days 00:01:16.476000,SOFT,13.0,8.0
ALB,76.0,0 days 00:01:16.604000,SOFT,14.0,8.0
ALB,77.0,0 days 00:01:16.406000,SOFT,15.0,8.0
ALB,78.0,0 days 00:01:16.393000,SOFT,16.0,8.0
HUL,1.0,0 days 00:01:33.750000,MEDIUM,1.0,12.0
HUL,2.0,0 days 00:01:21.223000,MEDIUM,2.0,12.0
HUL,3.0,0 days 00:01:20.535000,MEDIUM,3.0,12.0
HUL,4.0,0 days 00:01:20.016000,MEDIUM,4.0,12.0
HUL,5.0,0 days 00:01:20.179000,MEDIUM,5.0,12.0
HUL,6.0,0 days 00:01:19.709000,MEDIUM,6.0,12.0
HUL,7.0,0 days 00:01:19.182000,MEDIUM,7.0,12.0
HUL,8.0,0 days 00:01:19.781000,MEDIUM,8.0,12.0
HUL,9.0,0 days 00:01:19.373000,MEDIUM,9.0,12.0
HUL,10.0,0 days 00:01:19.750000,MEDIUM,10.0,12.0
HUL,11.0,0 days 00:01:18.714000,MEDIUM,11.0,12.0
HUL,12.0,0 days 00:01:34.679000,MEDIUM,12.0,14.0
HUL,13.0,0 days 00:01:20.349000,HARD,1.0,14.0
HUL,14.0,0 days 00:01:16.498000,HARD,2.0,14.0
HUL,15.0,0 days 00:01:16.332000,HARD,3.0,14.0
HUL,16.0,0 days 00:01:16.369000,HARD,4.0,14.0
HUL,17.0,0 days 00:01:16.733000,HARD,5.0,14.0
HUL,18.0,0 days 00:01:17.167000,HARD,6.0,14.0
HUL,19.0,0 days 00:01:16.824000,HARD,7.0,14.0
HUL,20.0,0 days 00:01:18.053000,HARD,8.0,14.0
HUL,21.0,0 days 00:01:18.043000,HARD,9.0,14.0
HUL,22.0,0 days 00:01:18.124000,HARD,10.0,14.0
HUL,23.0,0 days 00:01:18.399000,HARD,11.0,14.0
HUL,24.0,0 days 00:01:18.826000,HARD,12.0,14.0
HUL,25.0,0 days 00:01:19.190000,HARD,13.0,14.0
HUL,26.0,0 days 00:01:18.543000,HARD,14.0,14.0
HUL,27.0,0 days 00:01:19.256000,HARD,15.0,14.0
HUL,28.0,0 days 00:01:19.789000,HARD,16.0,14.0
HUL,29.0,0 days 00:01:19.870000,HARD,17.0,14.0
HUL,30.0,0 days 00:01:18.774000,HARD,18.0,14.0
HUL,31.0,0 days 00:01:21.040000,HARD,19.0,14.0
HUL,32.0,0 days 00:01:19.339000,HARD,20.0,14.0
HUL,33.0,0 days 00:01:19.006000,HARD,21.0,14.0
HUL,34.0,0 days 00:01:20.295000,HARD,22.0,14.0
HUL,35.0,0 days 00:01:21.584000,HARD,23.0,13.0
HUL,36.0,0 days 00:01:20.936000,HARD,24.0,13.0
HUL,37.0,0 days 00:01:21.164000,HARD,25.0,13.0
HUL,38.0,0 days 00:01:22.702000,HARD,26.0,13.0
HUL,39.0,0 days 00:01:21.961000,HARD,27.0,13.0
HUL,40.0,0 days 00:01:22.432000,HARD,28.0,13.0
HUL,41.0,0 days 00:01:21.902000,HARD,29.0,13.0
HUL,42.0,0 days 00:01:21.921000,HARD,30.0,13.0
HUL,43.0,0 days 00:01:21.492000,HARD,31.0,13.0
HUL,44.0,0 days 00:01:20.026000,HARD,32.0,13.0
HUL,45.0,0 days 00:01:21.175000,HARD,33.0,12.0
HUL,46.0,0 days 00:01:22.241000,HARD,34.0,12.0
HUL,47.0,0 days 00:01:22.282000,HARD,35.0,12.0
HUL,48.0,0 days 00:01:20.325000,HARD,36.0,12.0
HUL,49.0,0 days 00:01:19.608000,HARD,37.0,12.0
HUL,50.0,0 days 00:01:20.552000,HARD,38.0,12.0
HUL,51.0,0 days 00:01:21.379000,HARD,39.0,12.0
HUL,52.0,0 days 00:01:19.399000,HARD,40.0,12.0
HUL,53.0,0 days 00:01:23.001000,HARD,41.0,12.0
HUL,54.0,0 days 00:01:18.069000,HARD,42.0,12.0
HUL,55.0,0 days 00:01:18.879000,HARD,43.0,12.0
HUL,56.0,0 days 00:01:18.959000,HARD,44.0,12.0
HUL,57.0,0 days 00:01:19.124000,HARD,45.0,12.0
HUL,58.0,0 days 00:01:49.494000,HARD,46.0,12.0
HUL,59.0,0 days 00:01:54.002000,HARD,47.0,13.0
HUL,60.0,0 days 00:01:35.614000,HARD,48.0,13.0
HUL,61.0,0 days 00:01:59.046000,HARD,49.0,13.0
HUL,62.0,0 days 00:01:31.763000,HARD,50.0,13.0
HUL,63.0,0 days 00:01:24.041000,HARD,51.0,13.0
HUL,64.0,0 days 00:01:22.177000,HARD,52.0,13.0
HUL,65.0,0 days 00:01:53.340000,HARD,53.0,12.0
HUL,66.0,0 days 00:01:48.126000,HARD,54.0,12.0
HUL,67.0,,HARD,55.0,12.0
HUL,68.0,0 days 00:02:25.851000,SOFT,1.0,12.0
HUL,69.0,0 days 00:01:29.974000,SOFT,2.0,12.0
HUL,70.0,,SOFT,3.0,13.0
HUL,71.0,0 days 00:01:29.192000,SOFT,4.0,10.0
HUL,72.0,0 days 00:01:19.754000,SOFT,5.0,8.0
HUL,73.0,0 days 00:01:20.075000,SOFT,6.0,9.0
HUL,74.0,0 days 00:01:16.748000,SOFT,7.0,9.0
HUL,75.0,0 days 00:01:16.353000,SOFT,8.0,9.0
HUL,76.0,0 days 00:01:16.734000,SOFT,9.0,9.0
HUL,77.0,0 days 00:01:16.490000,SOFT,10.0,9.0
HUL,78.0,0 days 00:01:16.511000,SOFT,11.0,9.0
VER,1.0,,MEDIUM,1.0,
LAW,1.0,0 days 00:01:31.318000,MEDIUM,1.0,9.0
LAW,2.0,0 days 00:01:20.669000,MEDIUM,2.0,9.0
LAW,3.0,0 days 00:01:20.394000,MEDIUM,3.0,9.0
LAW,4.0,0 days 00:01:19.683000,MEDIUM,4.0,9.0
LAW,5.0,0 days 00:01:19.307000,MEDIUM,5.0,9.0
LAW,6.0,0 days 00:01:19.546000,MEDIUM,6.0,9.0
LAW,7.0,0 days 00:01:19.053000,MEDIUM,7.0,9.0
LAW,8.0,0 days 00:01:18.861000,MEDIUM,8.0,9.0
LAW,9.0,0 days 00:01:18.481000,MEDIUM,9.0,9.0
LAW,10.0,0 days 00:01:18.474000,MEDIUM,10.0,9.0
LAW,11.0,0 days 00:01:18.543000,MEDIUM,11.0,9.0
LAW,12.0,0 days 00:01:18.483000,MEDIUM,12.0,9.0
LAW,13.0,0 days 00:01:18.515000,MEDIUM,13.0,9.0
LAW,14.0,0 days 00:01:18.624000,MEDIUM,14.0,9.0
LAW,15.0,0 days 00:01:18.529000,MEDIUM,15.0,9.0
LAW,16.0,0 days 00:01:18.720000,MEDIUM,16.0,9.0
LAW,17.0,0 days 00:01:18.793000,MEDIUM,17.0,9.0
LAW,18.0,0 days 00:01:18.958000,MEDIUM,18.0,9.0
LAW,19.0,0 days 00:01:18.941000,MEDIUM,19.0,9.0
LAW,20.0,0 days 00:01:18.858000,MEDIUM,20.0,9.0
LAW,21.0,0 days 00:01:18.962000,MEDIUM,21.0,9.0
LAW,22.0,0 days 00:01:19.047000,MEDIUM,22.0,9.0
LAW,23.0,0 days 00:01:19.026000,MEDIUM,23.0,9.0
LAW,24.0,0 days 00:01:18.926000,MEDIUM,24.0,9.0
LAW,25.0,0 days 00:01:18.880000,MEDIUM,25.0,9.0
LAW,26.0,0 days 00:01:19.062000,MEDIUM,26.0,9.0
LAW,27.0,0 days 00:01:19.058000,MEDIUM,27.0,9.0
LAW,28.0,0 days 00:01:18.744000,MEDIUM,28.0,9.0
LAW,29.0,0 days 00:01:18.998000,MEDIUM,29.0,9.0
LAW,30.0,0 days 00:01:18.493000,MEDIUM,30.0,9.0
LAW,31.0,0 days 00:01:18.700000,MEDIUM,31.0,9.0
LAW,32.0,0 days 00:01:19.291000,MEDIUM,32.0,9.0
LAW,33.0,0 days 00:01:21.305000,MEDIUM,33.0,9.0
LAW,34.0,0 days 00:01:19.949000,MEDIUM,34.0,9.0
LAW,35.0,0 days 00:01:18.970000,MEDIUM,35.0,9.0
LAW,36.0,0 days 00:01:18.634000,MEDIUM,36.0,9.0
LAW,37.0,0 days 00:01:18.602000,MEDIUM,37.0,9.0
LAW,38.0,0 days 00:01:18.451000,MEDIUM,38.0,9.0
LAW,39.0,0 days 00:01:18.449000,MEDIUM,39.0,9.0
LAW,40.0,0 days 00:01:18.576000,MEDIUM,40.0,9.0
LAW,41.0,0 days 00:01:18.752000,MEDIUM,41.0,9.0
LAW,42.0,0 days 00:01:21.090000,MEDIUM,42.0,9.0
LAW,43.0,0 days 00:01:19.403000,MEDIUM,43.0,9.0
LAW,44.0,0 days 00:01:37.323000,MEDIUM,44.0,9.0
LAW,45.0,0 days 00:01:24.980000,SOFT,5.0,8.0
LAW,46.0,0 days 00:01:18.880000,SOFT,6.0,8.0
LAW,47.0,0 days 00:01:17.982000,SOFT,7.0,8.0
LAW,48.0,0 days 00:01:17.937000,SOFT,8.0,8.0
LAW,49.0,0 days 00:01:17.784000,SOFT,9.0,8.0
LAW,50.0,0 days 00:01:17.257000,SOFT,10.0,8.0
LAW,51.0,0 days 00:01:17.506000,SOFT,11.0,8.0
LAW,52.0,0 days 00:01:17.705000,SOFT,12.0,8.0
LAW,53.0,0 days 00:01:17.812000,SOFT,13.0,8.0
LAW,54.0,0 days 00:01:17.528000,SOFT,14.0,8.0
LAW,55.0,0 days 00:01:17.644000,SOFT,15.0,8.0
LAW,56.0,0 days 00:01:18.018000,SOFT,16.0,8.0
LAW,57.0,0 days 00:01:17.570000,SOFT,17.0,8.0
LAW,58.0,0 days 00:01:18.581000,SOFT,18.0,8.0
LAW,59.0,0 days 00:01:47.233000,SOFT,19.0,8.0
LAW,60.0,0 days 00:01:54.186000,SOFT,20.0,8.0
LAW,61.0,0 days 00:01:27.188000,SOFT,21.0,8.0
LAW,62.0,0 days 00:01:44.492000,SOFT,22.0,8.0
LAW,63.0,0 days 00:01:43.665000,SOFT,23.0,8.0
LAW,64.0,0 days 00:01:19.559000,SOFT,24.0,8.0
LAW,65.0,0 days 00:01:20.385000,SOFT,25.0,7.0
LAW,66.0,0 days 00:01:55.503000,SOFT,26.0,7.0
LAW,67.0,0 days 00:01:43.746000,SOFT,7.0,7.0
LAW,68.0,,SOFT,8.0,7.0
LAW,69.0,0 days 00:01:35.103000,SOFT,7.0,7.0
LAW,70.0,,SOFT,8.0,7.0
LAW,71.0,0 days 00:01:28.680000,SOFT,9.0,7.0
LAW,72.0,0 days 00:01:19.113000,SOFT,10.0,6.0
LAW,73.0,0 days 00:01:17.645000,SOFT,11.0,6.0
LAW,74.0,0 days 00:01:16.396000,SOFT,12.0,6.0
LAW,75.0,0 days 00:01:16.047000,SOFT,13.0,6.0
LAW,76.0,0 days 00:01:15.754000,SOFT,14.0,6.0
LAW,77.0,0 days 00:01:15.893000,SOFT,15.0,6.0
LAW,78.0,0 days 00:01:15.963000,SOFT,16.0,6.0
OCO,1.0,0 days 00:01:36.563000,MEDIUM,1.0,16.0
OCO,2.0,0 days 00:01:21.663000,MEDIUM,2.0,16.0
OCO,3.0,0 days 00:01:20.587000,MEDIUM,3.0,16.0
OCO,4.0,0 days 00:01:20.237000,MEDIUM,4.0,15.0
OCO,5.0,0 days 00:01:19.445000,MEDIUM,5.0,15.0
OCO,6.0,0 days 00:01:19.582000,MEDIUM,6.0,15.0
OCO,7.0,0 days 00:01:19.707000,MEDIUM,7.0,15.0
OCO,8.0,0 days 00:01:19.322000,MEDIUM,8.0,15.0
OCO,9.0,0 days 00:01:37.260000,MEDIUM,9.0,15.0
OCO,10.0,0 days 00:01:21.954000,HARD,1.0,15.0
OCO,11.0,0 days 00:01:17.948000,HARD,2.0,15.0
OCO,12.0,0 days 00:01:17.261000,HARD,3.0,15.0
OCO,13.0,0 days 00:01:17.754000,HARD,4.0,15.0
OCO,14.0,0 days 00:01:17.460000,HARD,5.0,15.0
OCO,15.0,0 days 00:01:17.572000,HARD,6.0,15.0
OCO,16.0,0 days 00:01:17.739000,HARD,7.0,15.0
OCO,17.0,0 days 00:01:17.733000,HARD,8.0,15.0
OCO,18.0,0 days 00:01:17.669000,HARD,9.0,15.0
OCO,19.0,0 days 00:01:17.620000,HARD,10.0,15.0
OCO,20.0,0 days 00:01:17.728000,HARD,11.0,15.0
OCO,21.0,0 days 00:01:17.968000,HARD,12.0,15.0
OCO,22.0,0 days 00:01:18.371000,HARD,13.0,15.0
OCO,23.0,0 days 00:01:17.882000,HARD,14.0,15.0
OCO,24.0,0 days 00:01:17.999000,HARD,15.0,15.0
OCO,25.0,0 days 00:01:18.054000,HARD,16.0,15.0
OCO,26.0,0 days 00:01:20.682000,HARD,17.0,15.0
OCO,27.0,0 days 00:01:18.592000,HARD,18.0,15.0
OCO,28.0,0 days 00:01:18.638000,HARD,19.0,15.0
OCO,29.0,0 days 00:01:18.676000,HARD,20.0,15.0
OCO,30.0,0 days 00:01:18.570000,HARD,21.0,15.0
OCO,31.0,0 days 00:01:18.697000,HARD,22.0,15.0
OCO,32.0,0 days 00:01:18.960000,HARD,23.0,15.0
OCO,33.0,0 days 00:01:18.887000,HARD,24.0,15.0
OCO,34.0,0 days 00:01:19.757000,HARD,25.0,15.0
OCO,35.0,0 days 00:01:21.488000,HARD,26.0,14.0
OCO,36.0,0 days 00:01:20.975000,HARD,27.0,14.0
OCO,37.0,0 days 00:01:21.171000,HARD,28.0,14.0
OCO,38.0,0 days 00:01:22.642000,HARD,29.0,14.0
OCO,39.0,0 days 00:01:21.871000,HARD,30.0,14.0
OCO,40.0,0 days 00:01:22.983000,HARD,31.0,14.0
OCO,41.0,0 days 00:01:21.348000,HARD,32.0,14.0
OCO,42.0,0 days 00:01:21.911000,HARD,33.0,14.0
OCO,43.0,0 days 00:01:21.463000,HARD,34.0,14.0
OCO,44.0,0 days 00:01:20.256000,HARD,35.0,14.0
OCO,45.0,0 days 00:01:21.039000,HARD,36.0,13.0
OCO,46.0,0 days 00:01:22.124000,HARD,37.0,13.0
OCO,47.0,0 days 00:01:22.188000,HARD,38.0,13.0
OCO,48.0,0 days 00:01:20.817000,HARD,39.0,13.0
OCO,49.0,0 days 00:01:19.421000,HARD,40.0,13.0
OCO,50.0,0 days 00:01:21.521000,HARD,41.0,13.0
OCO,51.0,0 days 00:01:20.616000,HARD,42.0,13.0
OCO,52.0,0 days 00:01:19.422000,HARD,43.0,13.0
OCO,53.0,0 days 00:01:22.740000,HARD,44.0,13.0
OCO,54.0,0 days 00:01:19.325000,HARD,45.0,13.0
OCO,55.0,0 days 00:01:19.215000,HARD,46.0,13.0
OCO,56.0,0 days 00:01:21.786000,HARD,47.0,13.0
OCO,57.0,0 days 00:01:21.703000,HARD,48.0,13.0
OCO,58.0,0 days 00:01:42.247000,HARD,49.0,13.0
OCO,59.0,0 days 00:01:51.511000,HARD,50.0,12.0
OCO,60.0,0 days 00:01:36.711000,HARD,51.0,12.0
OCO,61.0,0 days 00:01:59.324000,HARD,52.0,12.0
OCO,62.0,0 days 00:01:31.759000,HARD,53.0,12.0
OCO,63.0,0 days 00:01:24.092000,HARD,54.0,12.0
OCO,64.0,0 days 00:01:21.909000,HARD,55.0,12.0
OCO,65.0,0 days 00:01:52.434000,HARD,56.0,11.0
OCO,66.0,0 days 00:01:47.974000,HARD,57.0,11.0
OCO,67.0,,HARD,58.0,11.0
OCO,68.0,0 days 00:02:25.286000,SOFT,1.0,11.0
OCO,69.0,0 days 00:01:31.519000,SOFT,2.0,11.0
OCO,70.0,,SOFT,3.0,11.0
OCO,71.0,0 days 00:01:29.856000,SOFT,4.0,11.0
OCO,72.0,0 days 00:01:21.025000,SOFT,5.0,10.0
OCO,73.0,0 days 00:01:19.121000,SOFT,6.0,10.0
OCO,74.0,0 days 00:01:17.222000,SOFT,7.0,10.0
OCO,75.0,0 days 00:01:16.952000,SOFT,8.0,10.0
OCO,76.0,0 days 00:01:16.992000,SOFT,9.0,10.0
OCO,77.0,0 days 00:01:16.914000,SOFT,10.0,10.0
OCO,78.0,0 days 00:01:17.057000,SOFT,11.0,10.0
LIN,1.0,0 days 00:01:35.957000,MEDIUM,1.0,15.0
